text,tag,session,language,sentiment_result,sentiment,sentiment_score,emotion_result,emotion,emotion_score,emotion_intensity,topic,session_text,session_summary,alert,consec_alert,session_alert
I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel?,relationship-b,5,en,"{'label': 'NEGATIVE', 'score': 0.9990863800048828}",NEGATIVE,0.9990863800048828,"{'label': 'disgust', 'score': 0.319672554731369}",disgust,0.319672554731369,Mild,0,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
I feel like I can't control having inappropriate thoughts,relationship-b,5,en,"{'label': 'NEGATIVE', 'score': 0.9989302754402161}",NEGATIVE,0.9989302754402161,"{'label': 'disgust', 'score': 0.496333509683609}",disgust,0.496333509683609,Moderate,-1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
"I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again.",relationship-b,5,en,"{'label': 'NEGATIVE', 'score': 0.8526562452316284}",NEGATIVE,0.8526562452316284,"{'label': 'sadness', 'score': 0.5975390672683716}",sadness,0.5975390672683716,Moderate,-1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
I feel like I could never be with anyone because no one would want me,relationship-b,5,en,"{'label': 'NEGATIVE', 'score': 0.9975786805152893}",NEGATIVE,0.9975786805152893,"{'label': 'sadness', 'score': 0.9482166171073914}",sadness,0.9482166171073914,Extreme,0,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,ALERT,1,OK
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,relationship-b,5,en,"{'label': 'NEGATIVE', 'score': 0.9950095415115356}",NEGATIVE,0.9950095415115356,"{'label': 'fear', 'score': 0.6857701539993286}",fear,0.6857701539993286,Strong,0,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
Why does my boyfriend threaten to leave every night?,relationship-a,5,en,"{'label': 'NEGATIVE', 'score': 0.9964776635169983}",NEGATIVE,0.9964776635169983,"{'label': 'fear', 'score': 0.9510305523872375}",fear,0.9510305523872375,Extreme,1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
"My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night.",relationship-a,5,en,"{'label': 'NEGATIVE', 'score': 0.9839885830879211}",NEGATIVE,0.9839885830879211,"{'label': 'disgust', 'score': 0.39763015508651733}",disgust,0.39763015508651733,Mild,1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
I'm scared of losing my girlfriend,relationship-a,5,en,"{'label': 'NEGATIVE', 'score': 0.9914946556091309}",NEGATIVE,0.9914946556091309,"{'label': 'fear', 'score': 0.994870662689209}",fear,0.994870662689209,Extreme,1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?,relationship-a,5,en,"{'label': 'NEGATIVE', 'score': 0.9980149269104004}",NEGATIVE,0.9980149269104004,"{'label': 'sadness', 'score': 0.27150747179985046}",sadness,0.27150747179985046,Mild,1,"Why is it hard for me to express myself? I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel? I feel like I can't control having inappropriate thoughts I find that I imagine things sexually, and I hate it because it puts strain on my relationship. I feel helpless and guilty. I want it to go away, and I want to make my woman happy again. I feel like I could never be with anyone because no one would want me What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose. Why does my boyfriend threaten to leave every night? My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night. I'm scared of losing my girlfriend My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more. I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night? why does my boyfriend threaten to leave every night?,NORMAL,1,OK
Why do I keep getting with men that emotionally abuse me?,relationship-a,6,en,"{'label': 'NEGATIVE', 'score': 0.997779905796051}",NEGATIVE,0.997779905796051,"{'label': 'anger', 'score': 0.54017573595047}",anger,0.54017573595047,Moderate,1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,NORMAL,5,CRITICAL
I'm having a lot of conflict in my relationship,relationship-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9870123267173767}",NEGATIVE,0.9870123267173767,"{'label': 'sadness', 'score': 0.7098692655563354}",sadness,0.7098692655563354,Strong,1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,NORMAL,5,CRITICAL
We do communicate but one of us has trouble accepting what the other person says. How can I fix things?,relationship-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9994196891784668}",NEGATIVE,0.9994196891784668,"{'label': 'disgust', 'score': 0.3729000687599182}",disgust,0.3729000687599182,Mild,1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,NORMAL,5,CRITICAL
How can I control myself and my anger?,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9984891414642334}",NEGATIVE,0.9984891414642334,"{'label': 'anger', 'score': 0.978789746761322}",anger,0.978789746761322,Extreme,-1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,ALERT,5,CRITICAL
I snap easy and push people away. I need help before I push my boyfriend away.,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.8698976039886475}",NEGATIVE,0.8698976039886475,"{'label': 'anger', 'score': 0.9639363884925842}",anger,0.9639363884925842,Extreme,1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,ALERT,5,CRITICAL
How can I control my temper?,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9989861845970154}",NEGATIVE,0.9989861845970154,"{'label': 'anger', 'score': 0.9533362984657288}",anger,0.9533362984657288,Extreme,-1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,ALERT,5,CRITICAL
I get angry and act out. It scares my wife and child.,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9357914924621582}",NEGATIVE,0.9357914924621582,"{'label': 'fear', 'score': 0.6972361207008362}",fear,0.6972361207008362,Strong,0,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,NORMAL,5,CRITICAL
How can I just be happy and not mad all the time?,angermanagement-a,6,en,"{'label': 'POSITIVE', 'score': 0.9989861845970154}",POSITIVE,0.9989861845970154,"{'label': 'anger', 'score': 0.7556438446044922}",anger,0.7556438446044922,Strong,-1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,NORMAL,5,CRITICAL
I get really mad easily at my parents and family.,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.997810423374176}",NEGATIVE,0.997810423374176,"{'label': 'anger', 'score': 0.9017664790153503}",anger,0.9017664790153503,Extreme,0,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,ALERT,5,CRITICAL
My long-term girlfriend broke up with me recently. She says it's because of my anger.,angermanagement-a,6,en,"{'label': 'NEGATIVE', 'score': 0.9861415028572083}",NEGATIVE,0.9861415028572083,"{'label': 'anger', 'score': 0.8210195302963257}",anger,0.8210195302963257,Strong,1,Why do I keep getting with men that emotionally abuse me? I'm having a lot of conflict in my relationship We do communicate but one of us has trouble accepting what the other person says. How can I fix things? How can I control myself and my anger? I snap easy and push people away. I need help before I push my boyfriend away. How can I control my temper? I get angry and act out. It scares my wife and child. How can I just be happy and not mad all the time? I get really mad easily at my parents and family. My long-term girlfriend broke up with me recently. She says it's because of my anger.,my long-term girlfriend broke up with me recently. she says it's because of my anger.,ALERT,5,CRITICAL
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.",angermanagement-a,7,en,"{'label': 'NEGATIVE', 'score': 0.9816219210624695}",NEGATIVE,0.9816219210624695,"{'label': 'anger', 'score': 0.953040361404419}",anger,0.953040361404419,Extreme,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
"i need answers to my angry, possessiveness, and urges",angermanagement-a,7,en,"{'label': 'NEGATIVE', 'score': 0.9871310591697693}",NEGATIVE,0.9871310591697693,"{'label': 'anger', 'score': 0.9951748251914978}",anger,0.9951748251914978,Extreme,-1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them.",angermanagement-a,7,en,"{'label': 'NEGATIVE', 'score': 0.997822642326355}",NEGATIVE,0.997822642326355,"{'label': 'anger', 'score': 0.978714644908905}",anger,0.978714644908905,Extreme,1,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?",angermanagement-a,7,en,"{'label': 'NEGATIVE', 'score': 0.99772709608078}",NEGATIVE,0.99772709608078,"{'label': 'anger', 'score': 0.974225640296936}",anger,0.974225640296936,Extreme,0,"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self. i need answers to my angry, possessiveness, and urges Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them. Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem? We're in an eight year relationship. My boyfriend drinks a lot. He experienced childhood trauma. I don't know how to deal with violent outbursts. My husband and I cant talk to each other without arguing Every time I speak, he says I anger him. Also, when heâ€™s mad at something, like work, he gets angry at me. I feel like weâ€™re so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. What should I do? We've been married for two years but together for seven. How can I help my boyfriend's anger issues? I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say â€œI love youâ€ to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling. Why did my boyfriend hit himself in the face during an argument?","i have an emotionally abusive relationship with my soon-to-be husband. i have two young babies that have to hear this, and don't want my girls growing up with a mommy like I have been lately",ALERT,8,CRITICAL
